date,ticker,headline,sector,category,true_label
2022-08-26,MARKET,"GDP growth revised to 3.440858656215551%, economy shows weakness",Macro,Macro,negative
2022-08-29,AAPL,"Data breach at AAPL affects 12M users, regulatory scrutiny follows",Technology,Product,negative
2022-09-09,AAPL,"AAPL announces AI partnership with NVIDIA, stock surges in premarket",Technology,Analyst,positive
2022-09-27,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-10-04,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-10-07,AAPL,"Data breach at AAPL affects 33M users, regulatory scrutiny follows",Technology,Earnings,negative
2022-10-12,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2022-11-07,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-11-11,AAPL,AAPL announces 22B share buyback program,Technology,Earnings,positive
2022-11-23,MARKET,VIX spikes to 25 as market volatility surges,Macro,Macro,neutral
2022-11-25,AAPL,AAPL announces 22K layoffs amid restructuring plan,Technology,Product,negative
2022-12-01,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2022-12-05,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2022-12-15,AAPL,"AAPL misses revenue estimates by 11%, guides lower for next quarter",Technology,Analyst,negative
2022-12-20,AAPL,AAPL announces 36B share buyback program,Technology,Merger,positive
2022-12-29,AAPL,AAPL raises full-year guidance citing strong GPU demand,Technology,Analyst,positive
2023-01-12,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-01-13,AAPL,"AAPL reports record quarterly revenue, beats estimates by 15%",Technology,Merger,positive
2023-01-17,MARKET,Sector rotation: investors flee Financials for Energy amid global uncertainty,Macro,Macro,neutral
2023-01-18,MARKET,"10-year Treasury yield reaches 4.172320620329259%, highest since 2015",Macro,Macro,neutral
2023-01-20,MARKET,VIX spikes to 31 as market volatility surges,Macro,Macro,neutral
2023-01-25,MARKET,"GDP growth revised to 3.525490430472267%, economy shows weakness",Macro,Macro,neutral
2023-02-02,AAPL,"AAPL reports record quarterly revenue, beats estimates by 8%",Technology,Analyst,positive
2023-02-09,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-02-13,AAPL,"Analysts upgrade AAPL to Buy, raise price target to $597",Technology,Product,positive
2023-02-15,AAPL,"Analysts upgrade AAPL to Buy, raise price target to $917",Technology,Regulatory,positive
2023-02-17,AAPL,AAPL announces 15K layoffs amid restructuring plan,Technology,Merger,negative
2023-02-21,MARKET,"GDP growth revised to 5.840537060321738%, economy shows weakness",Macro,Macro,neutral
2023-02-23,MARKET,VIX spikes to 31 as market volatility surges,Macro,Macro,neutral
2023-02-28,MARKET,Sector rotation: investors flee Industrials for Consumer amid global uncertainty,Macro,Macro,neutral
2023-03-07,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,negative
2023-03-23,MARKET,"CPI inflation comes in at 4.848796508902794%, below consensus estimate",Macro,Macro,neutral
2023-03-30,MARKET,Sector rotation: investors flee Consumer for Technology amid global uncertainty,Macro,Macro,neutral
2023-04-11,MARKET,"GDP growth revised to 4.173877295672474%, economy shows resilience",Macro,Macro,neutral
2023-04-14,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-04-17,MARKET,Sector rotation: investors flee Financials for Technology amid global uncertainty,Macro,Macro,neutral
2023-04-18,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-04-26,MARKET,"CPI inflation comes in at 3.5066382781766445%, below consensus estimate",Macro,Macro,neutral
2023-05-10,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,positive
2023-05-15,MARKET,"10-year Treasury yield reaches 2.8428158042070537%, highest since 2010",Macro,Macro,neutral
2023-05-17,MARKET,VIX spikes to 36 as market volatility surges,Macro,Macro,neutral
2023-05-25,MARKET,"10-year Treasury yield reaches 5.469209595968378%, highest since 2016",Macro,Macro,neutral
2023-05-30,AAPL,AAPL raises full-year guidance citing strong Cloud demand,Technology,Analyst,positive
2023-05-31,MARKET,Sector rotation: investors flee Energy for Industrials amid global uncertainty,Macro,Macro,neutral
2023-06-02,MARKET,Sector rotation: investors flee Industrials for Consumer amid global uncertainty,Macro,Macro,neutral
2023-06-27,AAPL,"Analysts upgrade AAPL to Buy, raise price target to $961",Technology,Merger,positive
2023-07-03,AAPL,"AAPL faces antitrust investigation in EU, shares fall",Technology,Merger,negative
2023-07-06,MARKET,Sector rotation: investors flee Financials for Financials amid global uncertainty,Macro,Macro,neutral
2023-07-12,AAPL,AAPL announces 26B share buyback program,Technology,Merger,positive
2023-07-17,AAPL,"AAPL announces AI partnership with Microsoft, stock surges in premarket",Technology,Regulatory,positive
2023-07-18,MARKET,"10-year Treasury yield reaches 5.722739964260104%, highest since 2019",Macro,Macro,neutral
2023-07-20,AAPL,AAPL announces 19K layoffs amid restructuring plan,Technology,Merger,negative
2023-07-21,MARKET,"CPI inflation comes in at 4.62007647753618%, above consensus estimate",Macro,Macro,neutral
2023-07-25,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-07-26,MARKET,"CPI inflation comes in at 3.8190360346351215%, below consensus estimate",Macro,Macro,neutral
2023-08-01,MARKET,"GDP growth revised to 5.504452184972267%, economy shows weakness",Macro,Macro,neutral
2023-08-09,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-08-10,AAPL,AAPL announces 31B share buyback program,Technology,Analyst,positive
2023-08-14,MARKET,"CPI inflation comes in at 3.9959973614547324%, above consensus estimate",Macro,Macro,neutral
2023-08-21,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-08-30,AAPL,"AAPL reports record quarterly revenue, beats estimates by 18%",Technology,Analyst,positive
2023-09-01,MARKET,"GDP growth revised to 4.756842196238596%, economy shows resilience",Macro,Macro,neutral
2023-09-06,AAPL,"Data breach at AAPL affects 31M users, regulatory scrutiny follows",Technology,Regulatory,negative
2023-09-22,MARKET,"CPI inflation comes in at 3.8919480981131898%, above consensus estimate",Macro,Macro,neutral
2023-09-29,AAPL,"AAPL announces AI partnership with Microsoft, stock surges in premarket",Technology,Regulatory,positive
2023-10-02,AAPL,AAPL raises full-year guidance citing strong Cloud demand,Technology,Analyst,positive
2023-10-09,MARKET,VIX spikes to 39 as market volatility surges,Macro,Macro,neutral
2023-10-20,AAPL,AAPL announces 28K layoffs amid restructuring plan,Technology,Merger,negative
2023-10-25,AAPL,AAPL raises full-year guidance citing strong GPU demand,Technology,Product,positive
2023-10-27,MARKET,Sector rotation: investors flee Consumer for Industrials amid global uncertainty,Macro,Macro,neutral
2023-11-01,AAPL,"AAPL announces AI partnership with Google, stock surges in premarket",Technology,Product,positive
2023-11-06,AAPL,"Analysts upgrade AAPL to Buy, raise price target to $966",Technology,Merger,positive
2023-11-14,AAPL,AAPL announces 1B share buyback program,Technology,Regulatory,positive
2023-11-15,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-11-20,AAPL,"AAPL faces antitrust investigation in EU, shares fall",Technology,Analyst,negative
2023-11-28,MARKET,VIX spikes to 25 as market volatility surges,Macro,Macro,neutral
2023-12-01,MARKET,"CPI inflation comes in at 3.2825748926220952%, above consensus estimate",Macro,Macro,neutral
2023-12-04,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-12-11,AAPL,"AAPL faces antitrust investigation in EU, shares fall",Technology,Analyst,negative
2023-12-13,MARKET,Sector rotation: investors flee Healthcare for Consumer amid global uncertainty,Macro,Macro,positive
2023-12-27,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-01-02,AAPL,"AAPL faces antitrust investigation in EU, shares fall",Technology,Analyst,negative
2024-01-04,MARKET,VIX spikes to 40 as market volatility surges,Macro,Macro,negative
2024-01-08,AAPL,AAPL raises full-year guidance citing strong Cloud demand,Technology,Analyst,positive
2024-01-09,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-01-18,AAPL,AAPL raises full-year guidance citing strong SaaS demand,Technology,Earnings,positive
2024-01-25,AAPL,"Data breach at AAPL affects 25M users, regulatory scrutiny follows",Technology,Earnings,negative
2024-01-26,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-01-29,MARKET,Sector rotation: investors flee Energy for Consumer amid global uncertainty,Macro,Macro,neutral
2024-01-30,AAPL,"AAPL reports record quarterly revenue, beats estimates by 19%",Technology,Regulatory,positive
2024-02-01,AAPL,"AAPL reports record quarterly revenue, beats estimates by 14%",Technology,Merger,positive
2024-02-05,MARKET,VIX spikes to 40 as market volatility surges,Macro,Macro,neutral
2024-02-08,MARKET,"10-year Treasury yield reaches 4.018771122023846%, highest since 2015",Macro,Macro,neutral
2024-02-15,MARKET,"10-year Treasury yield reaches 5.062832878537139%, highest since 2017",Macro,Macro,neutral
2024-02-16,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-02-20,MARKET,Sector rotation: investors flee Technology for Technology amid global uncertainty,Macro,Macro,neutral
2024-02-21,AAPL,AAPL raises full-year guidance citing strong SaaS demand,Technology,Regulatory,positive
2024-02-23,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-02-26,AAPL,"Data breach at AAPL affects 5M users, regulatory scrutiny follows",Technology,Product,negative
2024-02-27,MARKET,"GDP growth revised to 4.1597189177546765%, economy shows weakness",Macro,Macro,neutral
2024-03-06,MARKET,"10-year Treasury yield reaches 2.592049602633388%, highest since 2017",Macro,Macro,neutral
2024-03-07,MARKET,"10-year Treasury yield reaches 5.095300546225026%, highest since 2017",Macro,Macro,neutral
2024-03-11,AAPL,"AAPL announces AI partnership with Microsoft, stock surges in premarket",Technology,Earnings,positive
2024-03-12,MARKET,"GDP growth revised to 3.3932314273860973%, economy shows weakness",Macro,Macro,neutral
2024-03-13,AAPL,"Data breach at AAPL affects 28M users, regulatory scrutiny follows",Technology,Analyst,negative
2024-03-18,MARKET,VIX spikes to 23 as market volatility surges,Macro,Macro,neutral
2024-03-19,AAPL,"AAPL announces AI partnership with Microsoft, stock surges in premarket",Technology,Earnings,positive
2024-03-25,MARKET,"CPI inflation comes in at 5.1567539780296885%, below consensus estimate",Macro,Macro,neutral
2024-04-02,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-04-08,MARKET,VIX spikes to 20 as market volatility surges,Macro,Macro,neutral
2024-04-15,AAPL,"Data breach at AAPL affects 30M users, regulatory scrutiny follows",Technology,Analyst,negative
2024-04-16,AAPL,"AAPL faces antitrust investigation in EU, shares fall",Technology,Regulatory,negative
2024-04-18,MARKET,VIX spikes to 36 as market volatility surges,Macro,Macro,neutral
2024-04-22,AAPL,"Analysts upgrade AAPL to Buy, raise price target to $230",Technology,Product,positive
2024-05-01,MARKET,"CPI inflation comes in at 2.7389859862982693%, below consensus estimate",Macro,Macro,neutral
2024-05-15,MARKET,Sector rotation: investors flee Technology for Financials amid global uncertainty,Macro,Macro,positive
2024-05-24,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,positive
2024-05-30,MARKET,VIX spikes to 40 as market volatility surges,Macro,Macro,neutral
2024-06-05,MARKET,"GDP growth revised to 4.45253711697557%, economy shows resilience",Macro,Macro,neutral
2024-06-07,AAPL,"Analysts upgrade AAPL to Buy, raise price target to $225",Technology,Product,positive
2024-06-12,AAPL,"AAPL announces AI partnership with Google, stock surges in premarket",Technology,Earnings,positive
2024-07-01,AAPL,"AAPL reports record quarterly revenue, beats estimates by 18%",Technology,Analyst,positive
2024-07-02,AAPL,"Analysts upgrade AAPL to Buy, raise price target to $756",Technology,Merger,positive
2024-07-05,AAPL,AAPL announces 1B share buyback program,Technology,Regulatory,positive
2024-07-11,AAPL,"AAPL misses revenue estimates by 6%, guides lower for next quarter",Technology,Earnings,negative
2024-07-12,AAPL,AAPL raises full-year guidance citing strong SaaS demand,Technology,Regulatory,positive
2024-07-22,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-07-24,MARKET,VIX spikes to 39 as market volatility surges,Macro,Macro,neutral
2024-08-07,AAPL,"AAPL reports record quarterly revenue, beats estimates by 5%",Technology,Product,positive
2024-08-14,MARKET,"GDP growth revised to 3.017670088714227%, economy shows weakness",Macro,Macro,neutral
2024-08-15,AAPL,"Analysts upgrade AAPL to Buy, raise price target to $888",Technology,Product,positive
2024-09-03,AAPL,"AAPL misses revenue estimates by 23%, guides lower for next quarter",Technology,Regulatory,negative
2024-09-10,MARKET,"CPI inflation comes in at 4.3807674681199975%, below consensus estimate",Macro,Macro,neutral
2024-09-18,MARKET,"CPI inflation comes in at 5.653415384668234%, below consensus estimate",Macro,Macro,positive
2024-09-25,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2024-10-01,MARKET,VIX spikes to 29 as market volatility surges,Macro,Macro,negative
2024-10-02,MARKET,"GDP growth revised to 5.091148389611114%, economy shows weakness",Macro,Macro,neutral
2024-10-07,AAPL,AAPL announces 9K layoffs amid restructuring plan,Technology,Regulatory,negative
2024-10-11,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-10-31,MARKET,"10-year Treasury yield reaches 2.389051987397199%, highest since 2017",Macro,Macro,neutral
2024-11-04,MARKET,"CPI inflation comes in at 4.7984584843297124%, below consensus estimate",Macro,Macro,neutral
2024-11-05,MARKET,Sector rotation: investors flee Industrials for Consumer amid global uncertainty,Macro,Macro,neutral
2024-12-03,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,positive
2024-12-04,MARKET,"GDP growth revised to 5.823533785515836%, economy shows resilience",Macro,Macro,neutral
